TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
82569,Zinsser,Zinsser Covers Up Vertical Ceiling Spray Paint,White 400ml,,A low odour vertical aerosol that is a stain killer and ceiling touch-up paint in one. The flat white finish matches most acoustic ceiling tiles and white ceiling paints. Approximate coverage: 2m².,"<lt/>p<gt/>Finding it difficult to use spray paints when working on ceilings? Here's the solution - Zinsser Covers Up is a vertical aerosol designed for easier overhead application, and is equally effective as a stain blocking primer or as a touch-up paint.<lt/>/p<gt/><lt/>p<gt/>Once applied, the paint quickly dries to a flat white finish that matches most acoustic ceiling tiles and white ceiling paints. It can be applied under or over water and solvent-based paints. Using it as a primer? It's recoatable in two hours - you'll get the job finished quickly.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Vertical aerosol spray for easy overhead application<lt/>/p<gt/><lt/>p<gt/>• Achieves 1.5m² coverage per can on most surfaces<lt/>/p<gt/><lt/>p<gt/>• A great stain blocking primer for any ceiling surface<lt/>/p<gt/><lt/>p<gt/>• Perfect as a touch-up paint for spot damage too<lt/>/p<gt/><lt/>p<gt/>• Dries in just 30 minutes - quick cure for water stains<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2 hours when used as a primer<lt/>/p<gt/><lt/>p<gt/>• Dries to a matt white finish - matches most ceiling tiles<lt/>/p<gt/><lt/>p<gt/>• Non-yellowing, solvent-based formula<lt/>/p<gt/><lt/>p<gt/>• Low-odour - all-purpose interior use<lt/>/p<gt/><lt/>p<gt/>• Can be used under or over water and solvent-based paints<lt/>/p<gt/>",Spray,White,White,400 ml,0.6 m² (1.5 per litre),No,2 hr,Matt,Interior Use,Solvent,2 hr,1-2 depending on surface,No,Plaster;Tile;UPVC;Metal;Wood,"New, primed or previously painted ceiling tiles, drywall,
 cured plaster, cement, stucco, wood (pine, fir, birch, oak
 and plywood), aluminum, iron, steel and galvanized metal,
 PVC, glossy laminates and other interior surfaces",30 min
83016,Dulux Trade,Dulux Trade Weathershield Smooth Masonry Paint 5L,Magnolia,,Contains a fungicide inhibiter which helps it stay cleaner for longer. Shower resistant within 30 minutes from application. Approximate coverage 16m² on smooth and 4-6m² per litre on textured surfaces such as pebbledash.,"<lt/>p<gt/>Want a high-quality, decorative coating for your outdoor walls? When you use this Dulux Trade Weathershield Smooth Masonry paint, you'll be sure of an attractive and professional finish that's protected against the weather for up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Formulated for pro use, Dulux Trade Weathershield Smooth Masonry magnolia paint offers excellent opacity and is easy to apply using a brush, roller or spray. The new-and-improved formula prevents the growth of mould and algae within the paint film, keeping it cleaner for longer, while anti-fade technology maintains a long-lasting colour.<lt/>/p<gt/><lt/>p<gt/>New or bare surfaces can be sealed with a thinned coat (up to 1 part clean water to 5 parts paint). You'll then usually finish the job with two full coats, but one coat may be sufficient on previously-painted surfaces that are of a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Ultra-fast touch-dry time of just 30 minutes<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours, depending on temperature or humidity<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller, airless spray or conventional spray<lt/>/p<gt/><lt/>p<gt/>• A high-quality decorative coating for exterior walls<lt/>/p<gt/><lt/>p<gt/>• Keeps painted surfaces cleaner and smarter for longer<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology ensures longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Offers up to 15 years of weather protection - BBA-approved<lt/>/p<gt/><lt/>p<gt/>• New and improved formula inhibits growth of mould and algae<lt/>/p<gt/><lt/>p<gt/>• Excellent opacity - smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Water-based formula<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/>",,White,Magnolia,5 l,,,,Smooth,,,,,,,,
83379,Hammerite,Hammerite Metal Paint Smooth,Black 250ml,,"Durable and corrosion resistant coating for all ferrous and non ferrous metals. Apply directly onto rusty metal - no need for primer or undercoat. Approximate coverage 5m² per litre. Touch dry 1-2 hours and recoatable in 4. Hazard Safety codes: R10, R21, R40/43, R50/53 and R65/67.","<lt/>p<gt/>Give rusty metal gates and fences some much-needed attention with this Hammerite smooth black paint. It's a durable, corrosion-resistant decorative coating for ferrous and non-ferrous metals - use it on anything from metal doors, gates and railings to garden furniture.<lt/>/p<gt/><lt/>p<gt/>Quick-drying and long-lasting, this black Hammerite paint will be ready for a second coat in four hours. Once dry, it offers up to eight years of protection. It can be applied directly to rusty surfaces with no need for a primer or an undercoat - a real time-saver.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 5m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 4 hours<lt/>/p<gt/><lt/>p<gt/>• A smooth, black decorative coating<lt/>/p<gt/><lt/>p<gt/>• For use on ferrous and non-ferrous metals<lt/>/p<gt/><lt/>p<gt/>• Can be applied directly onto rusty metal<lt/>/p<gt/><lt/>p<gt/>• No need for primer or undercoat<lt/>/p<gt/><lt/>p<gt/>• Up to eight years of protection<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - R10, R21, R40/43, R50/53, R65/67<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 250ml tin - total coverage of up to 1.25m²<lt/>/p<gt/>",Brush,Black,Black,250 ml,1.25 m2 (5m2/L),No,4 hr,Smooth,Exterior Use,Solvent,4 hr,2,No,Metal,"Metal doors, gates and railings, garden furniture (ferrous and non-ferrous)",1 hr
83118,Briwax,Briwax Original 400g,Old Pine,,"Briwax Original is a premium finishing wax that seals the surface of your woodwork while giving it a nice sheen, enhancing its natural appearance. The wax is commonly applied to antique furniture during restoration to revive the wood's original quality. It can be used on floors, skirting boards, doors and regular furniture.
 
 Natural beeswax and carnauba wax are the only ingredients, giving you an undiluted finish. Its organic, gentle features mean it can be applied straight to raw woodwork or wood treated with a sanding sealer and give a longer-lasting result. The wax is easy to apply with a Briwax brush, lint-free cloth or steel wool and it dries quickly, saving you application time.
 
 • Can be used on bare or finished wood to seal the surface
 • High shine, durable finish
 • Always check compatibility with antique furniture and pre-finished furniture
 • Not recommended for use in high moisture situations
 • Quick dry and easy to apply
 • Wipeable
 • Organic, natural ingredients
 • Hazard safety codes: F, Xn
 • 400g tin",,,Wood,Old Pine,,,,,,Interior Use,,,,,,,
83144,Plastikote,Plastikote Trade Line Marking Spray Paint 750ml,White,,"Marking spray for stone, concrete, asphalt and metal. For manual use. Available in white or yellow.","<lt/>p<gt/>For quick and high-visibility spot or line markings, choose this PlastiKote Upside Down Line Marking Spray. The 750ml aerosol is incredibly easy to apply - use it on all kinds of surfaces from stone, concrete and asphalt to metal, wood and grass.<lt/>/p<gt/><lt/>p<gt/>Touch-dry in just 30-40 minutes, this white line spray paint retains its bright and crisp colour for longer-lasting visibility. It's hard-wearing and durable for use in high-traffic areas too, making it perfect anywhere from roads, pavements and car parks to survey sites, sports grounds and factory floors.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• 750ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Linear coverage of up to 75m<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 30-40 minutes<lt/>/p<gt/><lt/>p<gt/>• Quickly adds easily visible spot or line markings<lt/>/p<gt/><lt/>p<gt/>• Hard-wearing and durable in high-traffic areas<lt/>/p<gt/><lt/>p<gt/>• Use on stone, concrete, asphalt, metal, wood or grass<lt/>/p<gt/><lt/>p<gt/>• Perfect for roads, pavements, car parks, survey sites and more<lt/>/p<gt/>",Spray,White,White,750 ml,1.75 m² (2.3m²/L),No,24 hr,,Exterior Use,Solvent,24 hr,,Yes,Masonry;Metal,"Stone, concrete, 
 asphalt and metal",30 min
83167,,Line Marking Spray Paint 750ml,Black,,"Suitable for playing fields, car parks, warehouses, golf courses, spot and road marking.
 Hazard safety codes: F+, Xi, R12, R36, R52/53.
 
 
 Sale will be restricted to over 18s.","<lt/>p<gt/>Linemarker is a durable, semi-permanent line marking paint suitable for use on a variety of surfaces from roads, pavements and car parks to playing fields and golf courses.<lt/>/p<gt/><lt/>p<gt/>Perfect for line, spot or road marking, the 750ml aerosol spray is quick and easy to apply. Linemarker has been specially formulated for stencil, applicator or freehand marking, and the acrylic-based paint provides hard-wearing coverage.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Large 750ml aerosol can for easy application<lt/>/p<gt/><lt/>p<gt/>• Perfect for playing fields, roads and car parks<lt/>/p<gt/><lt/>p<gt/>• Formulated for stencil, applicator or freehand marking<lt/>/p<gt/><lt/>p<gt/>• Acrylic-based paint provides hard-wearing coverage<lt/>/p<gt/><lt/>p<gt/>• Six other colours available for different markings<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - F+, Xi, R12, R36, R52/53<lt/>/p<gt/><lt/>p<gt/>• Sale restricted to over-18s only<lt/>/p<gt/>",Spray,Black,Black,750 ml,,No,,Matt,Exterior Use,Solvent,,1,No,Masonry,"Playing fields, roads and car parks - stencil or freehand",
84051,Plastikote,Plastikote High Temperature Spray Paint 400ml,Black,,Heat-resistant black paint for surfaces that are exposed to very high temperatures.,"<lt/>p<gt/>Need a black paint for surfaces exposed to very high temperatures? Get the job done with PlastiKote High Temperature - a 400ml aerosol spray that's so easy to apply, and leaves a professional finish capable of withstanding temperatures of up to 200°C.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• 400ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 1.75m per can<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 30-60 minutes<lt/>/p<gt/><lt/>p<gt/>• Heat-resistant black finish<lt/>/p<gt/><lt/>p<gt/>• Withstands temperatures up to 200°C<lt/>/p<gt/>",Spray,Black,Black,400 ml,1.75 m² (4.4m²/L),No,1 hr,,Interior and Exterior,Solvent,1 hr,,Yes,Metal,"Heat-adjacent surfaces, treated and untreated, from fireplaces to radiators",10 min
84257,Ronseal,Ronseal Decking Rescue Paint 2.5L,Charcoal,,"Fills in small cracks and smooths rough surfaces on grey weathered decking wood, making it look as good as new. 2.5L covers approximately 10m² on ridged boards, and 12m² on smooth planed boards. Requires 2 coats, leave 4 hours between each coat.",,,Grey,Charcoal,2.5 l,,,,,Exterior Use,,,,,,Decking,
84099,Cuprinol,Cuprinol Garden Shades Exterior Paint 2.5L,Natural Stone,,"• Beautiful matt colour which enhances the grain of natural wood, with 6 year weather protection on wood. 
 • Suitable for wood, terracotta, brick and stone
 • Brush or Spray
 • Water based
 • Suitable for exterior use","Bring more than just your plants to life by adding a splash of colour to your garden. With Cuprinol Garden Shades, you can easily paint fences, sheds, and even terracotta pots to create a stylish outdoor space that reflects your personality. This specially developed paint is designed for use on multiple surfaces including wood, stone, and brick.
 
 Application is straightforward with a brush or spray, and the special pigments ensure a rich, matt finish that enhances the natural grain of the wood. For the best results, apply two coats. The paint is water-based and touch-dry in just one hour, offering up to six years of weather protection for your garden wood.
 
 • Versatile use – suitable for wood, terracotta, brick, and stone
 • Long-lasting colour – provides six years of weather protection for wood
 • Rich matt finish – enhances the natural grain of the wood
 • Easy application – apply with a brush or spray for quick results
 • Quick-drying – touch dry in one hour for a faster job
 • Excellent coverage – up to 10m² per litre
 • Wide selection – available in a variety of colours and sizes",Brush;Spray,Grey,Stone,2.5 l,25m2 (10m2/L),No,4 hr,Matt,Exterior Use,Water,4 hr,2,No,Wood;Masonry,"Wood, terracotta, brick and stone such as fences, sheds, pots and outdoor furniture",1 hr
84267,,Industrial Spray Paint 500ml,Safe Red,,"Tough quick drying industrial paint, gives maximum protection on metal, wood and other substrates. Allow 24 hours for paint to harden.
 Hazard safety codes: F+, Xi, R12, R36, R66, R67.
 
 
 Sale will be restricted to over 18s.","<lt/>p<gt/>Need a tough, quick-drying industrial acrylic paint? Pro-Cote safe red spray paint can be used on most metals, wood and rigid plastics - it offers excellent resistance to weathering and cracking, and is suitable for overcoating of all conventional primers.<lt/>/p<gt/><lt/>p<gt/>Supplied in a handy 500ml aerosol can for quick and easy application, maximum protection is just a spray away with Pro-Cote!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Suitable for use on most metals, wood and rigid plastics<lt/>/p<gt/><lt/>p<gt/>• Tough and quick-drying for maximum protection<lt/>/p<gt/><lt/>p<gt/>• Suitable for overcoating of all conventional primers<lt/>/p<gt/><lt/>p<gt/>• Good resistance to weathering and cracking<lt/>/p<gt/><lt/>p<gt/>• Allow 24 hours for paint to harden<lt/>/p<gt/><lt/>p<gt/>• 500ml aerosol can - quick and easy to apply<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - F+, Xi, R12, R36, R66, R67<lt/>/p<gt/><lt/>p<gt/>• Sale restricted to over-18s only<lt/>/p<gt/>",Spray,Red,Red,500 ml,,No,24 hr,Gloss,Interior and Exterior,Solvent,10 min,2,No,Metal;Wood,"Most metals, wood and rigid plastics",20 min
84738,Armstead Trade,Armstead Trade Vinyl Matt Paint Brilliant White,5L,,"A professional quality white matt emulsion paint that minimises surface imperfections. Suitable for all normal interior and ceiling surfaces. Particularly suited for large job applications in commercial, institutional and industrial structures.
 
 • Good opacity
 • Minimise surface imperfections
 • For interior walls and ceilings
 • Water based","<lt/>p<gt/>A professional-quality brilliant white matt emulsion to bring out the best in all interior wall and ceiling surfaces. When you use Armstead Trade Vinyl Matt, you'll get a good opacity which hides surface imperfections for a flawless finish.<lt/>/p<gt/><lt/>p<gt/>Armstead Trade Vinyl Matt is particularly suited to large job applications in commercial, institutional and industrial structures. The water-based formula is quick-drying too, allowing you to get that second coat on in 2-4 hours - a real time-saver.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Good opacity - minimise surface imperfections<lt/>/p<gt/><lt/>p<gt/>• Particularly suited for large job applications<lt/>/p<gt/><lt/>p<gt/>• Water-based formula<lt/>/p<gt/><lt/>p<gt/>• 5L tin - total coverage of up to 70m²<lt/>/p<gt/>",Brush;Roller;Spray,White,White,5 l,Up to 70m² (Up to 14 m²/L),Yes,4 hr,Matt,Interior Use,Water,2 hr,2,No,Plaster,Interior walls and ceilings,1 hr
84829,Rustins,Rustins Quick Dry Outdoor Wood Stain,Dark Oak 500ml,,"Water based and quick drying satin finish, touch dry in 30 minutes and re-coatable after 4 hours. Stains and varnishes in one, giving protection to all external wood. Contains UV inhibitors to prevent fading. Satin finish.",,Brush,Wood,Dark Oak,500 ml,7 m2,Yes,4 hr,Satin,Exterior Use,Water,4 hr,3,No,Wood,"Sheds, fences and outdoor wooden furniture requiring UV protection",30 min
85018,Ronseal,Ronseal Diamond Hard Floor Varnish 2.5L,Clear Satin,,"Provides superior protection against knocks, scratches and spillages. Can be used on most wooden floors including those in kitchens and bathrooms, but not laminate. A non-yellowing, quick drying finish which is touch dry in just 30 minutes and recoatable in 2 hours. Coverage approx 20m² per litre.","<lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>Ronseal's Diamond Hard Floor Varnish is made for all of your wooden flooring's varnish needs, regardless of whether they are unvarnished or previously varnished. It's quick-drying, extra tough and offers best-in-class protection against daily knocks, scratches and spills as well as an overall beautiful finish.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>You'll find this stuff works best on a floor that's been sanded, cleaned and covered in white spirit first. The varnish is touch dry in 30 minutes and ready for the next coat in just two hours. That means you can start using your floor again in no time after application. The varnish is low odour which means no lingering smells, making it ideal for bustling family homes. A non-yellowing formula also ensures the colour will stay brighter for longer.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Superior protection against knocks, scratches and spills<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Use on most wooden floors (including kitchens and bathrooms)<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Non-yellowing satin finish<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Dries clear<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Quick drying - touch dry in 30 minutes, recoat in 2 hours<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Approximate coverage: 20m² per litre<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Not for use on laminate<lt/>/span<gt/><lt/>/p<gt/>",Brush,Clear,Clear,2.5 l,45 m² (18m²/L),No,72 hr,Satin,Interior Use,Water,2 hr,3,No,Wood,Use on most wooden floors (including kitchens and bathrooms) regardless of whether they are unvarnished or previously varnished,30 min
84991,Crown Trade,Crown Trade Clean Extreme Scrubbable Matt Emulsion Paint 5L,Magnolia,,,"<lt/>p<gt/>Need a true matt finish that's tough enough for use in the busiest areas? Look no further than Crown Trade Clean Extreme Scrubbable Matt - it's up to 100% more stain-resistant than conventional matt vinyl emulsion.<lt/>/p<gt/><lt/>p<gt/>If you do need to clean it, this scrubbable magnolia paint makes it easy to remove new and aged stains. Formulated for extreme durability in high-traffic areas, it can withstand up to 10,000 scrubs without compromising the integrity or finished appearance of the paint film.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• 100% more stain-resistant than conventional vinyl matt<lt/>/p<gt/><lt/>p<gt/>• Impressive durability in high-traffic areas<lt/>/p<gt/><lt/>p<gt/>• Easy to clean - withstands up to 10,000 scrubs<lt/>/p<gt/><lt/>p<gt/>• ISO 11998 Class 1 scrub rating<lt/>/p<gt/><lt/>p<gt/>• Water-based formula<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 70m²<lt/>/p<gt/>",Brush;Roller;Spray,White,Magnolia,5 l,14 m² per litre,Yes,4 hr,Matt,Interior Use,Water,4 hr,2,No,Plaster,Interior walls,1 hr
84630,Ronseal,Ronseal Decking Oil,Natural 2.5L,,"Nourishes and protects decking, leaving a lightly tinted finish. Rainproof in 2 hours, and can be recoated after just 6 hours. Prevents water soaking in, and protects against the sun from turning it grey. Up to 10m² per litre. Recoat after 6 hours.",,Brush;Decking Pad,White,Natural,2.5 l,,,,,Exterior Use,,,,,Wood,Decking,
84694,Bedec,Bedec Multi Surface Paint,Satin White 750ml,,"• Water based and quick drying
 • Interior and exterior
 • No primer or undercoat needed
 • Low VOC's
 • Use on a variety of surfaces including wood, MDF, metal, plastic, tile, masonry, plaster and uPVC.","<lt/>p<gt/>Need a versatile and reliable paint you can depend on for all kinds of jobs? Make this Bedec Multi-Surface Paint your go-to choice - it's suitable for indoor or outdoor use on a wide variety of surfaces.<lt/>/p<gt/><lt/>p<gt/>Apply this satin white paint directly to wood, plastic, metal, plastic-coated steel, galvanised steel, aluminium, copper, cladding, brick, masonry, fibreglass, terracotta, stone, plaster, MDF, tiles, melamine, UPVC and much more!<lt/>/p<gt/><lt/>p<gt/>With its outstanding flexibility, MSP resists flaking, peeling or cracking. It goes over most other paints and varnishes including weathered tar varnish, bitumen and creosote. This water-based paint is non-yellowing, and cleans up with water.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12-14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Usually dries in 2-4 hours - recoatable after 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• No primer or undercoat needed<lt/>/p<gt/><lt/>p<gt/>• Use on wood, MDF, metals, plastics, tiles, radiators and more<lt/>/p<gt/><lt/>p<gt/>• Resistant to flaking, peeling and cracking<lt/>/p<gt/><lt/>p<gt/>• Quick-drying, water-based formula - low VOC<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 750ml tin - total coverage of up to 10.5m²<lt/>/p<gt/>",Brush;Roller;Spray,White,White,750 ml,10.5 m²,Yes,4 hr,Satin,Interior and Exterior,Water,4 hr,2,No,Masonry;Metal;Plaster;Tile;UPVC;Vinyl;Wood,"Indoor or outdoor use on a wide variety of surfaces including wood, MDF, metals, plastics, tiles, radiators and more",2 hr
84578,Dulux Trade,Dulux Trade Weathershield Smooth Masonry Paint 5L,Goosewing,,"• Superior protection from mould & algae
 • Anti-fade Technology for longer lasting colour
 • 15 years protection (BBA approved)
 • Water based
 • Suitable for exterior use",,Brush;Roller;Spray,Grey,Goosewing,5 l,80 m²,Yes,4 hr,Smooth,Exterior Use,Water,4 hr,2,Yes,Masonry,"Exterior brick, stone, masonry walls",30 min
85271,Ronseal,Ronseal Decking Protector,Natural 5L,,Waterproof any decking while protecting from greying and splitting. Will also add a hint of natural colour. Up to 6m² per litre. Recoat after 2 hours.,"<lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>Ronseal Decking Protector is a wax-enriched treatment that will waterproof and protect garden decking. It's essential to keep water out of the deck as once moisture penetrates the wood it's liable to swell and split. The Decking Protector will also add a touch of colour, preventing greying and keeping your decking looking as good as new.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>Decking Protector is easy to apply using a brush or pad - so you'll be up and running on the next job in no time. Two coats applied a couple of hours apart will ensure your decking stays in good condition. Check the finish once a year and repair any scuffs or wear and tear by painting on another coat of Ronseal Decking Protector.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Waterproof any decking while protecting from greying and splitting<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Adds a hint of natural colour<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Suitable for softwood and hardwood decks<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Use on smooth or ridged wood<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Covers up to 6-8m² per litre<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Can re-coat after just 2 hours<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Easy application with brush or pad<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Clean brushes with water and detergent<lt/>/span<gt/><lt/>/p<gt/>",Brush;Decking Pad,Wood,Natural,5 l,30-40 m² (6-8 m²/L),No,24 hr,Matt,Exterior Use,Water,2 hr,2,No,Wood,Waterproofing and protecting garden decking,90 min
85551,Dulux Trade,Dulux Trade Quick Dry Wood Primer Undercoat Paint,White 2.5L,,,"<lt/>p<gt/>A dual-purpose primer undercoat, suitable for use on interior and exterior woodwork. When you use Dulux Trade Quick Drying Wood Primer Undercoat, you'll be sure to do the very best job.<lt/>/p<gt/><lt/>p<gt/>Recoatable within four hours, this water-based, high-opacity white paint is perfect for use as a primer for softwoods, hardwoods, chipboard and fibreboard (except fire retardant-treated types). Need to use it as an undercoat? It's great on woodwork previously primed or painted with solvent or water-based paint too.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 13m² per litre<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for softwoods and hardwoods<lt/>/p<gt/><lt/>p<gt/>• Dual-purpose primer undercoat provides excellent adhesion<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• Water-based formula<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 32.5m²<lt/>/p<gt/>",Brush;Roller;Spray,White,White,2.5 l,32.5 m² (13m²/L),No,2 hr,Matt,Interior Use,Water,2 hr,2,No,Wood,Wood,
86419,Dulux Trade,Dulux Trade Vinyl Matt Paint,Pure Brilliant White 2.5L,,"• Best ever formulation
 • Excellent opacity
 • Tough wipeable finish
 • Water based
 • Suitable for interior use",,Brush;Roller;Spray,White,White,2.5 l,42.5 m² (17m²/L),No,2 hr,Matt,Interior Use,Water,2 hr,2,No,Plaster,Interior walls and ceilings,
